"No.","Time","Source","Destination","Protocol","Length","Info"
"11120","68.401863","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11122","68.408132","104.44.200.242","192.168.10.162","UDP","671","3480  >  35920 Len=629"
"11123","68.408133","104.44.200.242","192.168.10.162","UDP","670","3480  >  35920 Len=628"
"11124","68.414728","104.44.200.242","192.168.10.162","UDP","401","3480  >  35920 Len=359"
"11125","68.418717","104.44.200.242","192.168.10.162","UDP","401","3480  >  35920 Len=359"
"11126","68.440544","104.44.200.242","192.168.10.162","UDP","687","3480  >  35920 Len=645"
"11127","68.440545","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"11128","68.440545","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11129","68.440545","104.44.200.242","192.168.10.162","UDP","264","3480  >  35920 Len=222"
"11130","68.441872","104.44.200.242","192.168.10.162","UDP","648","3480  >  35920 Len=606"
"11131","68.442814","104.44.200.242","192.168.10.162","UDP","648","3480  >  35920 Len=606"
"11132","68.442977","104.44.200.242","192.168.10.162","UDP","381","3480  >  35920 Len=339"
"11133","68.444581","104.44.200.242","192.168.10.162","UDP","381","3480  >  35920 Len=339"
"11134","68.451614","104.44.200.242","192.168.10.162","UDP","664","3480  >  35920 Len=622"
"11135","68.451615","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11136","68.451615","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11137","68.451615","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11138","68.451615","104.44.200.242","192.168.10.162","UDP","260","3480  >  35920 Len=218"
"11142","68.483792","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11144","68.502059","104.44.200.242","192.168.10.162","UDP","681","3480  >  35920 Len=639"
"11145","68.525950","104.44.200.242","192.168.10.162","UDP","680","3480  >  35920 Len=638"
"11147","68.537882","104.44.200.242","192.168.10.162","UDP","345","3480  >  35920 Len=303"
"11148","68.546604","104.44.200.242","192.168.10.162","UDP","344","3480  >  35920 Len=302"
"11149","68.546605","104.44.200.242","192.168.10.162","UDP","697","3480  >  35920 Len=655"
"11150","68.546606","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11151","68.546606","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11152","68.546702","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"11153","68.546703","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11154","68.555653","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11157","68.565887","104.44.200.242","192.168.10.162","UDP","1201","3480  >  35920 Len=1159"
"11158","68.565888","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"11159","68.565889","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"11160","68.570185","104.44.200.242","192.168.10.162","UDP","1217","3480  >  35920 Len=1175"
"11161","68.570186","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11162","68.580675","104.44.200.242","192.168.10.162","UDP","237","3480  >  35920 Len=195"
"11165","68.603319","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11166","68.626374","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11169","68.674296","104.44.200.242","192.168.10.162","UDP","1064","3480  >  35920 Len=1022"
"11170","68.681405","104.44.200.242","192.168.10.162","UDP","1063","3480  >  35920 Len=1021"
"11171","68.681407","104.44.200.242","192.168.10.162","UDP","404","3480  >  35920 Len=362"
"11172","68.681408","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11173","68.681408","104.44.200.242","192.168.10.162","UDP","404","3480  >  35920 Len=362"
"11174","68.681408","104.44.200.242","192.168.10.162","UDP","403","3480  >  35920 Len=361"
"11178","68.721709","104.44.200.242","192.168.10.162","UDP","1080","3480  >  35920 Len=1038"
"11179","68.721710","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11180","68.721710","104.44.200.242","192.168.10.162","UDP","491","3480  >  35920 Len=449"
"11181","68.721711","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11182","68.721711","104.44.200.242","192.168.10.162","UDP","1022","3480  >  35920 Len=980"
"11183","68.734545","104.44.200.242","192.168.10.162","UDP","1013","3480  >  35920 Len=971"
"11184","68.734546","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11185","68.734546","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"11186","68.734546","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"11187","68.734546","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"11189","68.748472","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"11190","68.748682","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"11191","68.754314","104.44.200.242","192.168.10.162","UDP","1030","3480  >  35920 Len=988"
"11192","68.754314","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11193","68.754315","104.44.200.242","192.168.10.162","UDP","482","3480  >  35920 Len=440"
"11195","68.772731","104.44.200.242","192.168.10.162","UDP","658","3480  >  35920 Len=616"
"11196","68.772732","104.44.200.242","192.168.10.162","UDP","657","3480  >  35920 Len=615"
"11197","68.772732","104.44.200.242","192.168.10.162","UDP","356","3480  >  35920 Len=314"
"11198","68.772732","104.44.200.242","192.168.10.162","UDP","244","3480  >  35920 Len=202"
"11199","68.795535","104.44.200.242","192.168.10.162","UDP","356","3480  >  35920 Len=314"
"11200","68.795535","104.44.200.242","192.168.10.162","UDP","674","3480  >  35920 Len=632"
"11201","68.795536","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"11202","68.795536","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11203","68.795536","104.44.200.242","192.168.10.162","UDP","263","3480  >  35920 Len=221"
"11204","68.795536","104.44.200.242","192.168.10.162","UDP","208","3480  >  35920 Len=166"
"11205","68.795537","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11208","68.845276","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"11209","68.845276","104.44.200.242","192.168.10.162","UDP","1201","3480  >  35920 Len=1159"
"11210","68.845277","104.44.200.242","192.168.10.162","UDP","368","3480  >  35920 Len=326"
"11211","68.845278","104.44.200.242","192.168.10.162","UDP","368","3480  >  35920 Len=326"
"11212","68.845743","104.44.200.242","192.168.10.162","UDP","1217","3480  >  35920 Len=1175"
"11213","68.845743","104.44.200.242","192.168.10.162","UDP","121","3480  >  35920 Len=79"
"11214","68.847816","104.44.200.242","192.168.10.162","UDP","267","3480  >  35920 Len=225"
"11215","68.849942","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11220","68.978365","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11221","68.980141","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11222","68.980141","104.44.200.242","192.168.10.162","UDP","1034","3480  >  35920 Len=992"
"11223","68.980142","104.44.200.242","192.168.10.162","UDP","1033","3480  >  35920 Len=991"
"11224","68.980144","104.44.200.242","192.168.10.162","UDP","410","3480  >  35920 Len=368"
"11225","68.980144","104.44.200.242","192.168.10.162","UDP","410","3480  >  35920 Len=368"
"11226","68.980144","104.44.200.242","192.168.10.162","UDP","408","3480  >  35920 Len=366"
"11227","68.980144","104.44.200.242","192.168.10.162","UDP","1050","3480  >  35920 Len=1008"
"11228","68.980144","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11229","68.980145","104.44.200.242","192.168.10.162","UDP","504","3480  >  35920 Len=462"
"11230","68.980145","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"11231","68.980145","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11235","69.013486","104.44.200.242","192.168.10.162","UDP","1030","3480  >  35920 Len=988"
"11236","69.022677","104.44.200.242","192.168.10.162","UDP","1029","3480  >  35920 Len=987"
"11237","69.022679","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11238","69.022679","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11239","69.022680","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11240","69.022680","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11241","69.022680","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11242","69.040119","104.44.200.242","192.168.10.162","UDP","1046","3480  >  35920 Len=1004"
"11243","69.040119","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"11244","69.040930","104.44.200.242","192.168.10.162","UDP","494","3480  >  35920 Len=452"
"11245","69.040930","104.44.200.242","192.168.10.162","UDP","744","3480  >  35920 Len=702"
"11246","69.040932","104.44.200.242","192.168.10.162","UDP","736","3480  >  35920 Len=694"
"11247","69.040932","104.44.200.242","192.168.10.162","UDP","380","3480  >  35920 Len=338"
"11248","69.040933","104.44.200.242","192.168.10.162","UDP","143","3480  >  35920 Len=101"
"11249","69.040933","104.44.200.242","192.168.10.162","UDP","380","3480  >  35920 Len=338"
"11250","69.040934","104.44.200.242","192.168.10.162","UDP","752","3480  >  35920 Len=710"
"11251","69.040934","104.44.200.242","192.168.10.162","UDP","145","3480  >  35920 Len=103"
"11252","69.042118","104.44.200.242","192.168.10.162","UDP","293","3480  >  35920 Len=251"
"11253","69.042731","104.44.200.242","192.168.10.162","UDP","155","3480  >  35920 Len=113"
"11257","69.082627","104.44.200.242","192.168.10.162","UDP","139","3480  >  35920 Len=97"
"11259","69.105012","104.44.200.242","192.168.10.162","UDP","659","3480  >  35920 Len=617"
"11260","69.108990","104.44.200.242","192.168.10.162","UDP","658","3480  >  35920 Len=616"
"11261","69.114053","104.44.200.242","192.168.10.162","UDP","371","3480  >  35920 Len=329"
"11262","69.115570","104.44.200.242","192.168.10.162","UDP","370","3480  >  35920 Len=328"
"11263","69.120014","104.44.200.242","192.168.10.162","UDP","675","3480  >  35920 Len=633"
"11265","69.124931","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11266","69.124932","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11267","69.124932","104.44.200.242","192.168.10.162","UDP","239","3480  >  35920 Len=197"
"11268","69.124932","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11270","69.164446","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11271","69.168734","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"11272","69.171474","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"11273","69.173182","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"11274","69.173511","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"11275","69.175219","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"11276","69.184458","104.44.200.242","192.168.10.162","UDP","342","3480  >  35920 Len=300"
"11277","69.184459","104.44.200.242","192.168.10.162","UDP","1063","3480  >  35920 Len=1021"
"11278","69.184459","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"11280","69.191917","104.44.200.242","192.168.10.162","UDP","435","3480  >  35920 Len=393"
"11281","69.191918","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11285","69.231853","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11286","69.244220","104.44.200.242","192.168.10.162","UDP","1209","3480  >  35920 Len=1167"
"11287","69.244220","104.44.200.242","192.168.10.162","UDP","411","3480  >  35920 Len=369"
"11288","69.244220","104.44.200.242","192.168.10.162","UDP","411","3480  >  35920 Len=369"
"11289","69.245276","104.44.200.242","192.168.10.162","UDP","1225","3480  >  35920 Len=1183"
"11290","69.245276","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11291","69.245517","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11292","69.245661","104.44.200.242","192.168.10.162","UDP","254","3480  >  35920 Len=212"
"11295","69.288056","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11296","69.295030","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11297","69.298752","104.44.200.242","192.168.10.162","UDP","722","3480  >  35920 Len=680"
"11298","69.304303","104.44.200.242","192.168.10.162","UDP","721","3480  >  35920 Len=679"
"11299","69.305436","104.44.200.242","192.168.10.162","UDP","375","3480  >  35920 Len=333"
"11300","69.306059","104.44.200.242","192.168.10.162","UDP","375","3480  >  35920 Len=333"
"11302","69.311246","104.44.200.242","192.168.10.162","UDP","738","3480  >  35920 Len=696"
"11303","69.314525","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11304","69.314525","104.44.200.242","192.168.10.162","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 88.201.137.108:1040"
"11305","69.314525","104.44.200.242","192.168.10.162","UDP","272","3480  >  35920 Len=230"
"11307","69.343346","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"11311","69.385994","104.44.200.242","192.168.10.162","UDP","1049","3480  >  35920 Len=1007"
"11313","69.397338","104.44.200.242","192.168.10.162","UDP","1048","3480  >  35920 Len=1006"
"11314","69.401754","104.44.200.242","192.168.10.162","UDP","394","3480  >  35920 Len=352"
"11315","69.411298","104.44.200.242","192.168.10.162","UDP","394","3480  >  35920 Len=352"
"11316","69.411808","104.44.200.242","192.168.10.162","UDP","394","3480  >  35920 Len=352"
"11317","69.411809","104.44.200.242","192.168.10.162","UDP","1065","3480  >  35920 Len=1023"
"11318","69.411809","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"11319","69.411809","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11320","69.413946","104.44.200.242","192.168.10.162","UDP","502","3480  >  35920 Len=460"
"11321","69.414076","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11322","69.414076","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11325","69.438179","104.44.200.242","192.168.10.162","UDP","1221","3480  >  35920 Len=1179"
"11326","69.438179","104.44.200.242","192.168.10.162","UDP","378","3480  >  35920 Len=336"
"11327","69.438179","104.44.200.242","192.168.10.162","UDP","378","3480  >  35920 Len=336"
"11328","69.441346","104.44.200.242","192.168.10.162","UDP","1237","3480  >  35920 Len=1195"
"11329","69.441347","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11330","69.448956","104.44.200.242","192.168.10.162","UDP","255","3480  >  35920 Len=213"
"11331","69.453156","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11333","69.492186","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11336","69.501608","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"11337","69.508593","104.44.200.242","192.168.10.162","UDP","1016","3480  >  35920 Len=974"
"11339","69.525688","104.44.200.242","192.168.10.162","UDP","1016","3480  >  35920 Len=974"
"11341","69.557645","104.44.200.242","192.168.10.162","UDP","400","3480  >  35920 Len=358"
"11342","69.559207","104.44.200.242","192.168.10.162","UDP","400","3480  >  35920 Len=358"
"11343","69.562320","104.44.200.242","192.168.10.162","UDP","399","3480  >  35920 Len=357"
"11344","69.565145","104.44.200.242","192.168.10.162","UDP","1032","3480  >  35920 Len=990"
"11345","69.567158","104.44.200.242","192.168.10.162","UDP","507","3480  >  35920 Len=465"
"11346","69.567158","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11347","69.567864","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11348","69.568296","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11349","69.580342","104.44.200.242","192.168.10.162","UDP","764","3480  >  35920 Len=722"
"11350","69.580589","104.44.200.242","192.168.10.162","UDP","763","3480  >  35920 Len=721"
"11351","69.580589","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"11352","69.580591","104.44.200.242","192.168.10.162","UDP","368","3480  >  35920 Len=326"
"11353","69.580591","104.44.200.242","192.168.10.162","UDP","780","3480  >  35920 Len=738"
"11354","69.580592","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"11355","69.580592","104.44.200.242","192.168.10.162","UDP","282","3480  >  35920 Len=240"
"11356","69.580592","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11359","69.625889","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11360","69.640106","104.44.200.242","192.168.10.162","UDP","1037","3480  >  35920 Len=995"
"11361","69.640106","104.44.200.242","192.168.10.162","UDP","1037","3480  >  35920 Len=995"
"11362","69.640733","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"11363","69.642228","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"11364","69.642956","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"11365","69.644006","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"11369","69.668357","104.44.200.242","192.168.10.162","UDP","1053","3480  >  35920 Len=1011"
"11370","69.668358","104.44.200.242","192.168.10.162","UDP","121","3480  >  35920 Len=79"
"11371","69.668358","104.44.200.242","192.168.10.162","UDP","469","3480  >  35920 Len=427"
"11372","69.690179","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11373","69.704265","104.44.200.242","192.168.10.162","UDP","1212","3480  >  35920 Len=1170"
"11374","69.704266","104.44.200.242","192.168.10.162","UDP","353","3480  >  35920 Len=311"
"11375","69.704266","104.44.200.242","192.168.10.162","UDP","353","3480  >  35920 Len=311"
"11376","69.710143","104.44.200.242","192.168.10.162","UDP","1228","3480  >  35920 Len=1186"
"11377","69.710144","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11378","69.710144","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11379","69.710780","104.44.200.242","192.168.10.162","UDP","285","3480  >  35920 Len=243"
"11381","69.743295","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11383","69.757751","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11384","69.761899","104.44.200.242","192.168.10.162","UDP","1049","3480  >  35920 Len=1007"
"11385","69.765190","104.44.200.242","192.168.10.162","UDP","1048","3480  >  35920 Len=1006"
"11386","69.766324","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"11387","69.767248","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"11388","69.768764","104.44.200.242","192.168.10.162","UDP","388","3480  >  35920 Len=346"
"11390","69.773993","104.44.200.242","192.168.10.162","UDP","1065","3480  >  35920 Len=1023"
"11391","69.778298","104.44.200.242","192.168.10.162","UDP","470","3480  >  35920 Len=428"
"11392","69.778299","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11393","69.782896","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11395","69.823707","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11397","69.826554","104.44.200.242","192.168.10.162","UDP","706","3480  >  35920 Len=664"
"11398","69.843183","104.44.200.242","192.168.10.162","UDP","706","3480  >  35920 Len=664"
"11399","69.843185","104.44.200.242","192.168.10.162","UDP","351","3480  >  35920 Len=309"
"11400","69.843185","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"11402","69.847424","104.44.200.242","192.168.10.162","UDP","722","3480  >  35920 Len=680"
"11403","69.847424","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11404","69.847425","104.44.200.242","192.168.10.162","UDP","274","3480  >  35920 Len=232"
"11405","69.849713","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11407","69.890741","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11408","69.897759","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11409","69.901741","104.44.200.242","192.168.10.162","UDP","1035","3480  >  35920 Len=993"
"11412","69.910045","104.44.200.242","192.168.10.162","UDP","1034","3480  >  35920 Len=992"
"11413","69.910046","104.44.200.242","192.168.10.162","UDP","375","3480  >  35920 Len=333"
"11414","69.910046","104.44.200.242","192.168.10.162","UDP","375","3480  >  35920 Len=333"
"11415","69.910046","104.44.200.242","192.168.10.162","UDP","375","3480  >  35920 Len=333"
"11416","69.910048","104.44.200.242","192.168.10.162","UDP","1051","3480  >  35920 Len=1009"
"11417","69.910048","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11418","69.911159","104.44.200.242","192.168.10.162","UDP","463","3480  >  35920 Len=421"
"11420","69.950911","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11421","69.963146","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"11422","69.966741","104.44.200.242","192.168.10.162","UDP","1159","3480  >  35920 Len=1117"
"11423","69.966742","104.44.200.242","192.168.10.162","UDP","357","3480  >  35920 Len=315"
"11424","69.968006","104.44.200.242","192.168.10.162","UDP","357","3480  >  35920 Len=315"
"11426","69.978901","104.44.200.242","192.168.10.162","UDP","1175","3480  >  35920 Len=1133"
"11427","69.978902","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11428","69.978902","104.44.200.242","192.168.10.162","UDP","278","3480  >  35920 Len=236"
"11429","69.980045","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11434","70.030808","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11435","70.055450","104.44.200.242","192.168.10.162","UDP","1050","3480  >  35920 Len=1008"
"11436","70.056751","104.44.200.242","192.168.10.162","UDP","1049","3480  >  35920 Len=1007"
"11437","70.056754","104.44.200.242","192.168.10.162","UDP","409","3480  >  35920 Len=367"
"11438","70.057337","104.44.200.242","192.168.10.162","UDP","409","3480  >  35920 Len=367"
"11439","70.057337","104.44.200.242","192.168.10.162","UDP","409","3480  >  35920 Len=367"
"11440","70.063011","104.44.200.242","192.168.10.162","UDP","1066","3480  >  35920 Len=1024"
"11441","70.063012","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11442","70.063014","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11443","70.063014","104.44.200.242","192.168.10.162","UDP","485","3480  >  35920 Len=443"
"11444","70.063014","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11447","70.103764","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11448","70.105479","104.44.200.242","192.168.10.162","UDP","674","3480  >  35920 Len=632"
"11449","70.107577","104.44.200.242","192.168.10.162","UDP","674","3480  >  35920 Len=632"
"11450","70.107578","104.44.200.242","192.168.10.162","UDP","346","3480  >  35920 Len=304"
"11451","70.113718","104.44.200.242","192.168.10.162","UDP","345","3480  >  35920 Len=303"
"11452","70.113725","104.44.200.242","192.168.10.162","UDP","690","3480  >  35920 Len=648"
"11453","70.113727","104.44.200.242","192.168.10.162","UDP","254","3480  >  35920 Len=212"
"11454","70.113728","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11457","70.151883","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11459","70.164319","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11460","70.173992","104.44.200.242","192.168.10.162","UDP","1037","3480  >  35920 Len=995"
"11461","70.183333","104.44.200.242","192.168.10.162","UDP","1036","3480  >  35920 Len=994"
"11463","70.188590","104.44.200.242","192.168.10.162","UDP","382","3480  >  35920 Len=340"
"11464","70.188592","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11465","70.188592","104.44.200.242","192.168.10.162","UDP","382","3480  >  35920 Len=340"
"11466","70.188597","104.44.200.242","192.168.10.162","UDP","380","3480  >  35920 Len=338"
"11467","70.190277","104.44.200.242","192.168.10.162","UDP","1053","3480  >  35920 Len=1011"
"11468","70.198820","104.44.200.242","192.168.10.162","UDP","491","3480  >  35920 Len=449"
"11469","70.198821","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11470","70.202281","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11473","70.240668","104.44.200.242","192.168.10.162","UDP","1185","3480  >  35920 Len=1143"
"11474","70.240673","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"11475","70.240673","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"11476","70.251040","104.44.200.242","192.168.10.162","UDP","1201","3480  >  35920 Len=1159"
"11477","70.251041","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11478","70.251041","104.44.200.242","192.168.10.162","UDP","273","3480  >  35920 Len=231"
"11479","70.251041","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11482","70.281484","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11483","70.300338","104.44.200.242","192.168.10.162","UDP","1057","3480  >  35920 Len=1015"
"11484","70.304930","104.44.200.242","192.168.10.162","UDP","1048","3480  >  35920 Len=1006"
"11485","70.306152","104.44.200.242","192.168.10.162","UDP","412","3480  >  35920 Len=370"
"11486","70.306153","104.44.200.242","192.168.10.162","UDP","412","3480  >  35920 Len=370"
"11487","70.306154","104.44.200.242","192.168.10.162","UDP","411","3480  >  35920 Len=369"
"11488","70.311770","104.44.200.242","192.168.10.162","UDP","1065","3480  >  35920 Len=1023"
"11489","70.311771","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11490","70.311898","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"11491","70.321107","104.44.200.242","192.168.10.162","UDP","520","3480  >  35920 Len=478"
"11494","70.333983","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11495","70.353447","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"11497","70.367652","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11498","70.367653","104.44.200.242","192.168.10.162","UDP","720","3480  >  35920 Len=678"
"11499","70.369303","104.44.200.242","192.168.10.162","UDP","720","3480  >  35920 Len=678"
"11500","70.370893","104.44.200.242","192.168.10.162","UDP","335","3480  >  35920 Len=293"
"11501","70.370894","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11503","70.381126","104.44.200.242","192.168.10.162","UDP","736","3480  >  35920 Len=694"
"11504","70.381674","104.44.200.242","192.168.10.162","UDP","250","3480  >  35920 Len=208"
"11505","70.381674","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11506","70.381675","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11509","70.421340","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"11511","70.444511","104.44.200.242","192.168.10.162","UDP","1061","3480  >  35920 Len=1019"
"11513","70.455163","104.44.200.242","192.168.10.162","UDP","1060","3480  >  35920 Len=1018"
"11514","70.455164","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11515","70.455164","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
